Title;Labels;Description;Assignee
A.5 Character Encoding;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
It is not clear what metadata element is meant by 'CharEnc'.
 
# Proposed Change
Use only terms and abbreviations according to the IR and TG.";emidiostani
A.5 Character Encoding;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Grab the resource. Check the encoding. If the resource is not encoded based on UTF-8, validate if the appropriate encoding is provided in CharEnc Not applicable to services

The dataset is only available through the downloadservice, but here is stated it is not applicable to services.
# Proposed Change
Delete this part, is not executable";emidiostani
A.5 Character Encoding;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Grab the resource. Check the encoding. If the resource is not encoded based on UTF-8, validate if the appropriate encoding is provided in CharEnc Not applicable to services

The dataset is only available through the downloadservice, but here is stated it is not applicable to services.
# Proposed Change
Delete this part, is not executable";emidiostani
A.6 Spatial Representation Type;type:CT,sev:Minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test should be limited to the check if an appropriate value of the codelist has been chosen. A dataset should be considered INSPIRE conformant if such an element is provided.
# Proposed Change
Skip the test on validation of the matching of the given with the advertised representation since this is considered out of scope of conformance testing.";emidiostani
A.6 Spatial Representation Type;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Grab the resource and check the spatial representation. Validate if it matches the advertised representation.
# Proposed Change
Delete this part, is not executable";emidiostani
A.6 Spatial Representation Type;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Grab the resource and check the spatial representation. Validate if it matches the advertised representation.
# Proposed Change
Delete this part, is not executable";emidiostani
Open issues;type:CT,sev:critical,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The objective of ATS and testing is to ensure INSPIRE compliant datasets. Therefore, only the requirements should be tested not the recommendations, too. If a recommendation is considered crucial for interoperability it should be upgraded to a requirement. Then you can add a corresponding ATS to this issue.
# Proposed Change
Do not add recommendations to ATS if not really necessary for achieving interoperable datasets.
";emidiostani
Open issues;type:GE,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testing should only cover a test if the required metadata elements are correctly provided. This can be done automatically. Further test methods aiming the feasibility of the thematic content seem to be too advanced.
# Proposed Change
Keep the testing cases on the level of correctly given elements.";emidiostani
Open Issues: test scope;type:GE,sev:,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Scope should be the metadata only. Testing the data itself is very hard or practically impossible in many cases.
";emidiostani
Open Issues: test scope;type:GE,sev:,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Scope should be the metadata only. Testing the data itself is very hard or practically impossible in many cases.
";emidiostani
A.01.IR06.IR07.supported.crses.as.list;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Note is misleading because there is no requirement about which CRSs shall be supported by a SDS. The only requirement is to list all the CRSs supported by the service.
'The list of the allowed INSPIRE CRS identifiers is only given as a recommendation, so it's not possible to automatically validate if the CRSes provided fulfill the INSPIRE CRS criteria (ETRS89 based for data inside Europe, ITRS based otherwise).'
";emidiostani
A.01.IR06.IR07.supported.crses.as.list;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The XPath contains a pipe operator which means an OR condition.
The test method should instead tell which information is relevant, mandatory and which takes precedence over the other.

/gmd:MD_Metadata/gmd:referenceSystemInfo/gmd:MD_ReferenceSystem/gmd:referenceSystemIdentifier/gmd:RS_Identifier/gmd:code/(gmx:Anchor/@xlink:href|gco:CharacterString)
";emidiostani
A.02.IR08.extension.for.QoS.declared.availability;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
- The Prerequisites still references the now obsolete profile schema.

-The XPath still references the now obsolete profile schema. 
";emidiostani
A.03.IR09.extension.for.QoS.declared.performance.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Wrong title:
A.02.IR08.extension.for.QoS.declared.performance
";emidiostani
A.03.IR09.extension.for.QoS.declared.performance.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
- The Prerequisites still references the now obsolete profile schema.

-The XPath still references the now obsolete profile schema.
";emidiostani
A.04.IR10.extension.for.QoS.declared.capacity.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Wrong title:
A.02.IR08.extension.for.QoS.declared.capacity
";emidiostani
A.04.IR10.extension.for.QoS.declared.capacity.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
- The Prerequisites still references the now obsolete profile schema.

-The XPath still references the now obsolete profile schema.
";emidiostani
A.05.IR11.custodian.contact.point;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Notes:
'…The XPath test also requires…'
Instead of saying that, the test should say that the Responsible Party must have passed also the corresponding test in the ats-metadata.
";emidiostani
A.06.IR08.DQ_ConceptualConsistency.for.QoS.declared.availability.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
I agree the Notes
";emidiostani
A.07.IR09.DQ_ConceptualConsistency.for.QoS.declared.performance;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
I agree the Notes
";emidiostani
A.08.IR10.DQ_ConceptualConsistency.for.QoS.declared.capacity;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
I agree the Notes
";emidiostani
A.09.IR01.SDS.SV_ServiceIdentification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
- The Prerequisites still references the now obsolete profile schema.

-The XPath still references the now obsolete profile schema.
";emidiostani
A.10.IR01.DQ_DomainConsistency.report.for.classification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The following Note is, though formally correct, quite an overkill. Why can't people just declare the highest conformance class?
It's assumed, that separate gmd:report elements are provided for each passed classification invocable, interoperable and harmonised that the service conforms to. Otherwise the tests for these ""super class"" CCes will not pass.
";emidiostani
The Prerequisites section of each test contains a ...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Prerequisites section of each test contains a verbose requirement validity against xml schema.
Since the xml schema is now the standard ISO 19139, it should simply reference the ats-metadata requirement.
";emidiostani
A.01.IR01.SDS.SV_ServiceIdentification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Note still mentions 'the SDS metadata extension schema'
";emidiostani
A.01.IR01.SDS.SV_ServiceIdentification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Note still mentions 'the SDS metadata extension schema'
";emidiostani
A.02.IR02.IR03.at.least.one.recource.locator;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is a typo in the name: 'recource' instead of 'resource'
";emidiostani
A.02.IR02.IR03.at.least.one.recource.locator;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method is should mention that only the gmd:CI_OnlineResource with a specific description are considered.
In addition, the XPath uses the gmd:function element while the TG prescribes gmd:description
";emidiostani
A.02.IR02.IR03.at.least.one.recource.locator;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is a typo in the name: 'recource' instead of 'resource'
";emidiostani
A.02.IR02.IR03.at.least.one.recource.locator;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method is should mention that only the gmd:CI_OnlineResource with a specific description are considered.
In addition, the XPath uses the gmd:function element while the TG prescribes gmd:description
";emidiostani
The Prerequisites section of each test contains a ...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Prerequisites section of each test contains a verbose requirement validity against xml schema.
Since the xml schema is now the standard ISO 19139, it should simply reference the ats-metadata requirement.
";emidiostani
The 'SDS' part in the test names (A.03.IR05.SDS) d...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The 'SDS' part in the test names (A.03.IR05.SDS) does not apply anymore as the standard ISO19139 schemas are used
";emidiostani
The Prerequisites section of each test contains a ...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Prerequisites section of each test contains a verbose requirement validity against xml schema.
Since the xml schema is now the standard ISO 19139, it should simply reference the ats-metadata requirement.
";emidiostani
The 'SDS' part in the test names (A.03.IR05.SDS) d...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The 'SDS' part in the test names (A.03.IR05.SDS) does not apply anymore as the standard ISO19139 schemas are used
";emidiostani
A.01.validate;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The ATS requires validation against three different XSD schema versions (at least one should pass). It is not clear how to determine which schema to use to validate the document.
# Proposed Change
The ATS should perhaps clarify that this is on the basis of the declared namespaces in the XML document (see also issue 10 on GitHub), i.e.:
If the document declares http://www.isotc211.org/2005/srv, use http://schemas.opengis.net/csw/2.0.2/profiles/apiso/1.0.0/apiso.xsd.
But otherwise, it is unclear what to use. The official schema for http://www.isotc211.org/2005/gmd is http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/gmd/gmd.xsd or http://schemas.opengis.net/iso/19139/20070417/gmd/gmd.xsd, but in the context of Discovery services, INSPIRE also uses http://schemas.opengis.net/iso/19139/20060504/gmd/gmd.xsd. It is unclear how to select the schema document. Which schema document does the MD TG require?";emidiostani
A.01.validate;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'...against ISO 19139 version 2005-DIS with...' is not a correct reference
# Proposed Change
Correct the reference.";emidiostani
A.01.validate;type:CR,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
For validation only ISO/TS 19139:2007 with GML 3.2.1 should be used. In order to achieve interoperability only one encoding should be used, and this should be the final TS, not the draft.
# Proposed Change
Change the ATS and the TG MD accordingly.";emidiostani
A.02.title;type:CR,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is still an open question whether to include this test case, as there is no explicit requirement in the technical guidelines. 
# Proposed Change
It is proposed to keep this test case, and change the technical guidelines (TG MD) including this requirement.";emidiostani
A.02.title;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The purpose is not formulated correctly: 
'Purpose: The title by which the cited resource is known'
# Proposed Change
Change to: 
'Purpose: Checks that a resource title is provided'";emidiostani
A.03.abstract;type:CR,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is still an open question whether to include this test case, as there is no explicit requirement in the technical guidelines. 
# Proposed Change
It is proposed to keep this test case, and change the technical guidelines (TG MD) including this requirement.";emidiostani
A.04.IR01.IR02.hierarchy;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The purpose is not formulated correctly: 
'Purpose: Type of the cited resource must be provided'
# Proposed Change
Change to: 
'Purpose: Checks that a resource type is provided'";emidiostani
A.04.IR01.IR02.hierarchy;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The sentence 'To be relevant for INSPIRE the value should be either 'dataset', 'service' or 'series'' does not make it clear when the test fails.
# Proposed Change
Change the sentence to: 'The test succeeds if the value is either 'dataset', 'service' or 'series'' and it otherwise fails.";emidiostani
A.04.IR01.IR02.hierarchy;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
In the sentence:
 'Checks if a resource type (hierarchyLevel) is provided and is taken from the MD_ScopeCode codelist.'
MD_ScopeCode is a link that points to the INSPIRE Codelist(*) (**)
However, the MD TG maps the INSPIRE values to the already existing original ISO values.
So the codelist values are simply a subset of those defined in B.5.25 MD_ScopeCode <<CodeList>>

(*)The INSPIRE codelist contains the value 'services' that was amended into 'service' in the MD Regulation Corrigendum).
(**) The INSPIRE codelist makes available codes that are absolute HTTP URIs (e.g. http://inspire.ec.europa.eu/metadata-codelist/ResourceType/dataset ) while in ISO 19139 you need just the term 'dataset'. The INSPIRE codelist does not make the term available on its own.
# Proposed Change
Remove the link to the INSPIRE Codelist and reference instead table B.5.25 MD_ScopeCode <<CodeList>> of ISO 19115.
";emidiostani
A.05.IR14.ds.keyword;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Another prerequisite is test case A.04.
# Proposed Change
Add the test case as a prerequisite.";emidiostani
A.05.IR14.ds.keyword;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: In theory, the single keyword referring to the INSPIRE data theme could also be a text value, in each of the official languages. Is it OK to assume that in practice all metadata providers will use the language-neutral code?
";emidiostani
A.05.IR14.ds.keyword;type:CT,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
What happens if there's no descritiveKeywords block citing INSPIRE GEMET at all? I understand the current description of the test as follows: the test will work for each block and will skip to the next block (without failing) if no reference to INSPIRE GEMET is given. It's allowed to have additional descriptiveKeyword blocks citing nothing or other concepts.
# Proposed Change
""If at least one descriptiveKeywords block references INSPIRE GEMET or any duplicate (...) and at least one keyword from that source is found in this block, the test succeeds, otherwise it will fail.""";emidiostani
A.05.IR14.ds.keyword;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference should be 2.4 and not 2.2.3.
# Proposed Change
Check and change.";emidiostani
A.05.IR14.ds.keyword;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
How can be checked if any duplicate of that thesaurus is referenced? This can only if they are known 
# Proposed Change
Delete this part of the check";emidiostani
A.05.IR14.ds.keyword;type:CR,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Based on the requirements in the TG, this is an indirect requirement;
-you shall provide a keyword that describe the relevant INSPIRE Spatial Data Theme (req 14)
-If the keyword value originates from a controlled vocabulary
(thesaurus, ontology), for example GEMET - Concepts, the citation of
the originating controlled vocabulary shall be provided.(req17)

the text in the TG 'MD The titles and definitions of all 34 INSPIRE Spatial Data Themes have been integrated into a
dedicated branch of the General Environmental Multilingual Thesaurus (GEMET) in the 24
official Community languages (see http://www.eionet.europa.eu/gemet/inspire_themes). ' informs that there is a thesaurus available.
The test if this thesaurus is referenced is practical.

# Proposed Change
Should be defined better in the new version of TG MD ";emidiostani
A.05.IR14.ds.keyword;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
How can be checked if any duplicate of that thesaurus is referenced? This can only if they are known 
# Proposed Change
Delete this part of the check";emidiostani
A.05.IR14.ds.keyword;type:CR,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Based on the requirements in the TG, this is an indirect requirement;
-you shall provide a keyword that describe the relevant INSPIRE Spatial Data Theme (req 14)
-If the keyword value originates from a controlled vocabulary
(thesaurus, ontology), for example GEMET - Concepts, the citation of
the originating controlled vocabulary shall be provided.(req17)

the text in the TG 'MD The titles and definitions of all 34 INSPIRE Spatial Data Themes have been integrated into a
dedicated branch of the General Environmental Multilingual Thesaurus (GEMET) in the 24
official Community languages (see http://www.eionet.europa.eu/gemet/inspire_themes). ' informs that there is a thesaurus available.
The test if this thesaurus is referenced is practical.

# Proposed Change
Should be defined better in the new version of TG MD ";emidiostani
A.05.IR14.ds.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The purpose is not formulated correctly: 
'Purpose: Keyword for datasets. If the resource is a dataset or a dataset series, at least one keyword must originate from the INSPIRE theme of the GEMET Thesaurus'
# Proposed Change
Change to:
'Purpose: If the resource is a dataset or a dataset series, it checks that at least one keyword originating from the INSPIRE theme of the GEMET Thesaurus is provided'";emidiostani
A.05.IR14.ds.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The term 'resource type' in the test method description is not hyperlinked.
'Test method If the type of the resource is not dataset or series, this test is omitted.'
# Proposed Change
Change the sentence to:
'Test method
If the resource type is not dataset or series, this test is omitted.'

Make 'resource type' a hyperlink to ([hierarchyLevel](#hierarchyLevel))";emidiostani
A.05.IR14.ds.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method does not explain how to reference a thesaurus and does not link to another ATS that does.
It does not link to the ATS which says that per must be maximum one instance of descriptiveKeywords per thesaurus.
# Proposed Change
Add prerequisite A.15.IR19.kws-in-vocab: (Keyword values originating from a single version of a single controlled vocabulary shall be grouped in a single instance) 

Reference A.14.IR16.IR17.IR18.vocab
";emidiostani
A.05.IR14.ds.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method allows alternative thesauri while the MD TG asks for the GEMET one.
'
Test method If the type of the resource is not dataset or series, this test is omitted.
 The test should check for each descriptiveKeywords block if it references either http://www.eionet.europa.eu/gemet/inspire_themes or any duplicate of that thesaurus (eg http://inspire.ec.europa.eu/theme).
'

# Proposed Change
Remove reference to alternative thesauri.
Rephrase the test method as follows:
'
Test method
The test looks for an instance of descriptiveKeywords which [references]( A.14.IR16.IR17.IR18.vocab)  the http://www.eionet.europa.eu/gemet/inspire_themes thesaurus.
'

 
";emidiostani
A.05.IR14.ds.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method does not specify in which language to express an inspire theme or if it has to be a language neutral name like a URI:
'If a block is referencing that thesaurus the test should check if at least one keyword is available and it matches with a concept in the thesaurus.'
The MD Regulation requires a theme as it appears in the Annex I, II, III of the INSPIRE Directive
# Proposed Change
Rephrase the test method as in the previous point and add the part in bold:

'
Test method
The test looks for an instance of descriptiveKeywords which [references]( A.14.IR16.IR17.IR18.vocab)  the http://www.eionet.europa.eu/gemet/inspire_themes thesaurus.
The test succeeds if such instance is found and if it contains at least one keyword as it appears in the specified thesaurus in the language of the metadata.
'
";emidiostani
A.06.IR15.srv.keyword;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Another prerequisite is test case A.04, needed to determine whether the resource is a service.
# Proposed Change
Add the test case as a prerequisite.";emidiostani
A.06.IR15.srv.keyword;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference should be 2.4 and not 2.2.3.
# Proposed Change
Check and change.";emidiostani
A.06.IR15.srv.keyword;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method says for a service there must be at least one keyword originating from EU commission regulation No. 1205/2008, Annex part D, No. 4. The regulation says that 'The keywords are based on the geographic services taxonomy of EN ISO 19119', but it should also say that  that the language neutral name shall be used
# Proposed Change
Add to the test method the part in bold:
'If the resource is a service, at least one keyword must originate from EU commission regulation No. 1205/2008, Annex part D, No. 4.
They keyword must match the language neutral name'.";emidiostani
A.06.IR15.srv.keyword;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method says for a service there must be at least one keyword originating from EU commission regulation No. 1205/2008, Annex part D, No. 4. The regulation says that 'The keywords are based on the geographic services taxonomy of EN ISO 19119' but it should also say a thesaurus must be specified pointing to the relevant thesaurus, be it the MD Regulation, ISO 19119 or the INSPIRE Codelist Registry. I think the MD Regulation would be fine.
# Proposed Change
Add to the test method the part in bold:
If the type of the resource is not service, this test is omitted.
'If the resource is a service, at least one keyword must originate from EU commission regulation No. 1205/2008, Annex part D, No. 4.
They keyword must match the language neutral name
The test should check for each descriptiveKeywords block if it references the …(<appropriate thesaurus>). If a block is referencing that thesaurus the test should check if at least one keyword is specified, which matches a concept in the thesaurus.
If such a keyword is found the test succeeds, otherwise it fails.
'";emidiostani
A.07.IR05.IR06.ds.identification;type:CR,type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: The discussion seems to be still ongoing: 'In case of MD_identifier, discussion is ongoing on how to match this element against a namespace-identifier in a capabilities document/service metadata.' (see issue MIWP-8 (L) Unique Resource Identifier)
";emidiostani
A.07.IR05.IR06.ds.identification;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: gmd:identificationInfo[1]/*/gmd:citation/*/gmd:identifier may refer to multiple nodes. It should be clarified how to deal with multiple identifiers in the test.

Note: Another prerequisite is test case A.04.
# Proposed Change
Clarify ambiguity and add test case as a prerequisite.";emidiostani
A.07.IR05.IR06.ds.identification;type:GE,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method should only include the actual requirments. A reference to an ongoing discussion on how to match MD_Identifier against a namespace-identifier is not applicable here.
# Proposed Change
Change the test method accordingly.";emidiostani
A.07.IR05.IR06.ds.identification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The purpose is not completely accurate. It should specify that at least one identifier is needed.
Purpose: Unique resource identifier. If the type of the resource was dataset or series, a unique identifier identifying the resource must be given.
# Proposed Change
Change the purpose to:
'Purpose: If the type of the resource is dataset or series, it checks that at least one unique resource identifier is given.'";emidiostani
A.07.IR05.IR06.ds.identification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Uses a non-well defined 'empty' instead of 'not an empty characterstring' as in previous test another expression is used.

'The test first checks if a unique identifier is given and if it is of type MD_Identifier or RS_Identifier. The contained code element may not be empty.

In case of RS_identifier, the codespace element should not be empty
…'

# Proposed Change
Rewrite the Test method as follows:
'The test first checks if a unique identifier is given and if it is of type MD_Identifier or RS_Identifier. The code element must be provided and must not be an empty characterstring.

In case of RS_identifier, the codespace element must be provided and must not be an empty characterstring
…'
";emidiostani
A.08.IR03.ds.linkage;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: It is not entirely clear which parts of the WSDL or GetCapabilities document need to be tested:  'If the response indicates a linkage is a service capabilities or WSDL document, some basic params in the service response are analysed'. Or does this only refer to 'Any service response should be checked if it provides proper linkage. The service wsdl or capabilities document should have a featuretype that shares the resource unique identification.'  
# Proposed Change
Perhaps CI_OnLineFunctionCode (optional element) could be used to determine the nature of the online resource locator if present.";emidiostani
A.08.IR03.ds.linkage;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testability: A manual test is suggested, if the resource locator is a web page with further instructions or a client application. 
";emidiostani
A.08.IR03.ds.linkage;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
-The Purpose does not make it clear when and if the test succeeds or fails.
Purpose: If a linkage is available, a resource locator must be given. If the resource is a service, the linkage should be checked.

-How do I know 'if a linkage is available to the resource' if I do not test the link? So, when does the test succeed and when is it to be considered failed?

- The term resource in 'If the resource is a service,' actually does not refer to the dataset metadata but to the resource found at the URL being tested. It would be better to make this clearer.

- What about URLs that are accessible only inside the intranet of an organisation?

-What about the case when no linkage to the dataset is provided but the same dataset is found referenced by a Network Service described in a service metadata coming from the same catalogue?
-What if more than one View Service offers the dataset? Shouldn't there be a National View Service (even just a proxy) of reference for each viewable dataset?


# Proposed Change
Rephrase the Purpose as follows:
Purpose: This test checks each resource locator URL to see if it is syntactically correct and if the resource it references can be accessed, in order to determine its type.
If the referenced resource is recognized as a Network Service, it checks whether the linkage to the dataset is declared and implemented.";emidiostani
